SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
2, 0.3200, 32, -0.04700052, -0.97717136, 0.13972400, -5.93840408, -0.14147304, 0.65788621, -39.95907593, -21.86495209, 97.89534760, 98.21060944, -3.24997163, 91.95610809, 0.43935627, -0.53844851, -0.53043771, -0.48546380, -0.00974885, -0.01105950, 0.00232442, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3300, 33, 0.01523054, -0.69901490, -0.68739378, -1.07299089, 7.16556835, -0.61039567, -44.34375763, -10.11400127, -104.91084290, 46.92613602, 3.23537683, 26.90052414, 0.89441597, -0.38105941, -0.11776082, -0.20235211, 0.04084048, -0.03034313, 0.00556329, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3400, 34, 0.02463040, -0.70097762, -0.68920946, -1.09217739, 8.12068081, -1.01327217, -44.34375763, -10.11400127, -104.91084290, 46.91819763, 3.29881549, 26.95231056, 0.89438802, -0.38081974, -0.11841115, -0.20254683, 0.03248978, -0.02824804, 0.00732452, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.3300, 33, -0.04688697, -0.98394138, 0.14045154, -5.60227776, -0.04100619, 0.43164468, -39.40368271, -21.77725792, 97.74919128, 98.15465546, -3.25417328, 91.95510101, 0.43960306, -0.53825533, -0.53017861, -0.48573768, -0.00985395, -0.00443195, 0.00061132, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.3400, 34, -0.04588418, -0.99066359, 0.14548194, -5.54721880, -0.05000046, 0.18746504, -39.57907104, -23.32651329, 99.67845917, 98.09922028, -3.25595260, 91.95434570, 0.43985796, -0.53805321, -0.52993268, -0.48599908, -0.01089611, 0.00215081, -0.00538383, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3500, 35, 0.03457284, -0.70571494, -0.68983847, -1.23530543, 8.42585659, -1.00699341, -44.51914597, -9.67553329, -104.50160980, 46.90900803, 3.36433029, 27.00633621, 0.89436126, -0.38056332, -0.11908264, -0.20275328, 0.02368355, -0.02335106, 0.00787885, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3600, 36, 0.04098243, -0.70567912, -0.69183981, -0.93198806, 8.07017136, -0.52672452, -44.31452560, -11.19555664, -104.53083801, 46.89414597, 3.41322398, 27.06891632, 0.89432824, -0.38028580, -0.11964333, -0.20308945, 0.01831893, -0.02323602, 0.00980893, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.3500, 35, -0.04696483, -0.99838251, 0.14426675, -5.22789955, -0.18016885, 0.16568106, -39.57907104, -23.32651329, 99.67845917, 98.04705811, -3.25735092, 91.95232391, 0.44010460, -0.53786784, -0.52969623, -0.48623875, -0.00984604, 0.00974127, -0.00509829, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3700, 37, 0.04299054, -0.70812631, -0.69788027, -0.71737361, 7.40638781, 0.10626286, -44.31452560, -9.82168961, -104.94007111, 46.89023972, 3.46365499, 27.12326622, 0.89427400, -0.38009876, -0.12020785, -0.20334470, 0.01711134, -0.02061337, 0.01573196, 0.00000000, 0.00000000, 0.00000000, 0.00000000
1, 0.3800, 38, 0.04019417, -0.71157831, -0.69721943, -0.43140560, 6.69214201, 0.79017514, -44.66530228, -9.44168377, -104.32621765, 46.88917923, 3.50421071, 27.17717934, 0.89420527, -0.37995350, -0.12069923, -0.20362741, 0.02067815, -0.01710252, 0.01507667, 0.00000000, 0.00000000, 0.00000000, 0.00000000
2, 0.3600, 36, -0.04434804, -1.00732553, 0.14854914, -5.27964878, -0.48210719, 0.42116207, -39.08213806, -21.63110161, 98.39228058, 97.99456024, -3.26084781, 91.94695282, 0.44035682, -0.53770489, -0.52943379, -0.48647630, -0.01250348, 0.01855562, -0.01028874, 0.00000000, 0.00000000, 0.00000000, 0.00000000
